Date,Username,Rating,Review Text,cleaning,case_folding,normalisasi,tokenize,stopword removal,stemming_data
2025-06-07 00:24:07,Pengguna Google,5,jadilah org yg baik monton,jadilah org yg baik monton,jadilah org yg baik monton,jadilah orang yang baik monton,"['jadilah', 'orang', 'yang', 'baik', 'monton']","['orang', 'monton']",orang monton
2025-06-07 00:22:22,Pengguna Google,5,game nya bagus tapi saat loding lama banget mohon perbaiki lagi,game nya bagus tapi saat loding lama banget mohon perbaiki lagi,game nya bagus tapi saat loding lama banget mohon perbaiki lagi,game ya bagus tapi saat loding lama banget mohon perbaiki lagi,"['game', 'ya', 'bagus', 'tapi', 'saat', 'loding', 'lama', 'banget', 'mohon', 'perbaiki', 'lagi']","['game', 'ya', 'bagus', 'loding', 'banget', 'mohon', 'perbaiki']",game ya bagus loding banget mohon baik
2025-06-07 00:21:18,Pengguna Google,5,makasih udah mendengar suara player nya,makasih udah mendengar suara player nya,makasih udah mendengar suara player nya,sudah mendengar suara player ya,"['sudah', 'mendengar', 'suara', 'player', 'ya']","['mendengar', 'suara', 'player', 'ya']",dengar suara player ya
2025-06-07 00:21:16,Pengguna Google,5,yah game yang bagus,yah game yang bagus,yah game yang bagus,ya game yang bagus,"['ya', 'game', 'yang', 'bagus']","['ya', 'game', 'bagus']",ya game bagus
2025-06-07 00:18:26,Pengguna Google,1,"Gamau rugi, tiba2 anggela starlight dibikin gacha trus pas bisa dibeli langsung malah mau di nerf, bener2 gamau rugi mending main HOK aku",Gamau rugi tiba anggela starlight dibikin gacha trus pas bisa dibeli langsung malah mau di nerf bener gamau rugi mending main HOK aku,gamau rugi tiba anggela starlight dibikin gacha trus pas bisa dibeli langsung malah mau di nerf bener gamau rugi mending main hok aku,rugi tiba anggela starlight dibikin gacha terus pas bisa dibeli langsung malah mau di nerf benar rugi mending main hok aku,"['rugi', 'tiba', 'anggela', 'starlight', 'dibikin', 'gacha', 'terus', 'pas', 'bisa', 'dibeli', 'langsung', 'malah', 'mau', 'di', 'nerf', 'benar', 'rugi', 'mending', 'main', 'hok', 'aku']","['rugi', 'anggela', 'starlight', 'dibikin', 'gacha', 'pas', 'dibeli', 'langsung', 'nerf', 'rugi', 'mending', 'main', 'hok']",rugi anggela starlight bikin gacha pas beli langsung nerf rugi mending main hok
2025-06-07 00:16:37,Pengguna Google,2,muntun plis lah bintang nya gaje bet naik turun² ngulang terus kapan gue ke mitikhonor😭😭,muntun plis lah bintang nya gaje bet naik turun ngulang terus kapan gue ke mitikhonor,muntun plis lah bintang nya gaje bet naik turun ngulang terus kapan gue ke mitikhonor,muntun plis lah bintang ya banget naik turun ngulang terus kapan gue ke mitikhonor,"['muntun', 'plis', 'lah', 'bintang', 'ya', 'banget', 'naik', 'turun', 'ngulang', 'terus', 'kapan', 'gue', 'ke', 'mitikhonor']","['muntun', 'plis', 'bintang', 'ya', 'banget', 'turun', 'ngulang', 'gue', 'mitikhonor']",muntun plis bintang ya banget turun ngulang gue mitikhonor
2025-06-07 00:16:18,Pengguna Google,1,gausah download bikin stress aku dari tadi Ls dari 46 ke 38 gausah di dowload ni game,gausah download bikin stress aku dari tadi Ls dari  ke  gausah di dowload ni game,gausah download bikin stress aku dari tadi ls dari  ke  gausah di dowload ni game,download bikin stres aku dari tadi ls dari ke di dowload nih game,"['download', 'bikin', 'stres', 'aku', 'dari', 'tadi', 'ls', 'dari', 'ke', 'di', 'dowload', 'nih', 'game']","['download', 'bikin', 'stres', 'ls', 'dowload', 'nih', 'game']",download bikin stres ls dowload nih game
2025-06-07 00:15:52,Pengguna Google,3,"kenapa gak bisa ngetik setelah selesai pertandingan jangan lah kek gitu jadi kurang lah gairah pada saat main,yang awalnya udah mau kalah,lalu kambeck di awal nya di remehin di hina kalah pass menang serasa nya tuh pengennnn gitu balikin kata kata nya tadi.setelah itu selesai pertandingan pengen ngetik juga gitu tapi ini gak bisa malah makin ngebosenin gitu kan HADEHHH 😤😑😑😑",kenapa gak bisa ngetik setelah selesai pertandingan jangan lah kek gitu jadi kurang lah gairah pada saat mainyang awalnya udah mau kalahlalu kambeck di awal nya di remehin di hina kalah pass menang serasa nya tuh pengennnn gitu balikin kata kata nya tadisetelah itu selesai pertandingan pengen ngetik juga gitu tapi ini gak bisa malah makin ngebosenin gitu kan HADEHHH ,kenapa gak bisa ngetik setelah selesai pertandingan jangan lah kek gitu jadi kurang lah gairah pada saat mainyang awalnya udah mau kalahlalu kambeck di awal nya di remehin di hina kalah pass menang serasa nya tuh pengennnn gitu balikin kata kata nya tadisetelah itu selesai pertandingan pengen ngetik juga gitu tapi ini gak bisa malah makin ngebosenin gitu kan hadehhh ,kenapa tidak bisa mengetik setelah selesai pertandingan jangan lah kayak begitu jadi kurang lah gairah pada saat mainyang awalnya sudah mau kalahlalu kambeck di awal ya di remehin di hina kalah pas menang serasa ya tuh pengin begitu balikin kata kata ya tadisetelah itu selesai pertandingan pengin mengetik juga begitu tapi ini tidak bisa malah makin ngebosenin begitu kan hadehhh,"['kenapa', 'tidak', 'bisa', 'mengetik', 'setelah', 'selesai', 'pertandingan', 'jangan', 'lah', 'kayak', 'begitu', 'jadi', 'kurang', 'lah', 'gairah', 'pada', 'saat', 'mainyang', 'awalnya', 'sudah', 'mau', 'kalahlalu', 'kambeck', 'di', 'awal', 'ya', 'di', 'remehin', 'di', 'hina', 'kalah', 'pas', 'menang', 'serasa', 'ya', 'tuh', 'pengin', 'begitu', 'balikin', 'kata', 'kata', 'ya', 'tadisetelah', 'itu', 'selesai', 'pertandingan', 'pengin', 'mengetik', 'juga', 'begitu', 'tapi', 'ini', 'tidak', 'bisa', 'malah', 'makin', 'ngebosenin', 'begitu', 'kan', 'hadehhh']","['mengetik', 'selesai', 'pertandingan', 'kayak', 'gairah', 'mainyang', 'kalahlalu', 'kambeck', 'ya', 'remehin', 'hina', 'kalah', 'pas', 'menang', 'serasa', 'ya', 'tuh', 'pengin', 'balikin', 'ya', 'tadisetelah', 'selesai', 'pertandingan', 'pengin', 'mengetik', 'ngebosenin', 'hadehhh']",etik selesai tanding kayak gairah mainyang kalahlalu kambeck ya remehin hina kalah pas menang serasa ya tuh pengin balikin ya tadisetelah selesai tanding pengin etik ngebosenin hadehhh
2025-06-07 00:12:38,Pengguna Google,1,"aku main game ini setiap gacha event gapernah hoki sedangkan cwoku sering, sangat ga adil",aku main game ini setiap gacha event gapernah hoki sedangkan cwoku sering sangat ga adil,aku main game ini setiap gacha event gapernah hoki sedangkan cwoku sering sangat ga adil,aku main game ini setiap gacha event hoki sedangkan cwoku sering sangat tidak adil,"['aku', 'main', 'game', 'ini', 'setiap', 'gacha', 'event', 'hoki', 'sedangkan', 'cwoku', 'sering', 'sangat', 'tidak', 'adil']","['main', 'game', 'gacha', 'event', 'hoki', 'cwoku', 'adil']",main game gacha event hoki cwoku adil
2025-06-07 00:11:28,Pengguna Google,5,permainan ini sangat bagus dan ada skill Naruto yang sangat begitu bagus,permainan ini sangat bagus dan ada skill Naruto yang sangat begitu bagus,permainan ini sangat bagus dan ada skill naruto yang sangat begitu bagus,permainan ini sangat bagus dan ada skill naruto yang sangat begitu bagus,"['permainan', 'ini', 'sangat', 'bagus', 'dan', 'ada', 'skill', 'naruto', 'yang', 'sangat', 'begitu', 'bagus']","['permainan', 'bagus', 'skill', 'naruto', 'bagus']",main bagus skill naruto bagus
2025-06-07 00:10:54,Pengguna Google,5,mantap bor...,mantap bor,mantap bor,mantap bor,"['mantap', 'bor']","['mantap', 'bor']",mantap bor
2025-06-07 00:08:15,Pengguna Google,1,match making gaje,match making gaje,match making gaje,match making,"['match', 'making']","['match', 'making']",match making
2025-06-07 00:07:10,Pengguna Google,1,"Kapitalisnya kebangetan, cuma buat rename card aja bisa kadaluarsa— 7 hari malah kadaluarsanya",Kapitalisnya kebangetan cuma buat rename card aja bisa kadaluarsa  hari malah kadaluarsanya,kapitalisnya kebangetan cuma buat rename card aja bisa kadaluarsa  hari malah kadaluarsanya,kapitalisnya kebangetan cuma buat rename card saja bisa kadaluarsa hari malah kadaluarsanya,"['kapitalisnya', 'kebangetan', 'cuma', 'buat', 'rename', 'card', 'saja', 'bisa', 'kadaluarsa', 'hari', 'malah', 'kadaluarsanya']","['kapitalisnya', 'kebangetan', 'rename', 'card', 'kadaluarsa', 'kadaluarsanya']",kapitalis banget rename card kadaluarsa kadaluarsanya
2025-06-07 00:05:09,Pengguna Google,5,kalo bisa ya tolong perbaiki bug player solo vz player solo jangan dikasih player solo vz sekuat,kalo bisa ya tolong perbaiki bug player solo vz player solo jangan dikasih player solo vz sekuat,kalo bisa ya tolong perbaiki bug player solo vz player solo jangan dikasih player solo vz sekuat,kalau bisa ya tolong perbaiki bug player solo vz player solo jangan dikasih player solo vz sekuat,"['kalau', 'bisa', 'ya', 'tolong', 'perbaiki', 'bug', 'player', 'solo', 'vz', 'player', 'solo', 'jangan', 'dikasih', 'player', 'solo', 'vz', 'sekuat']","['ya', 'tolong', 'perbaiki', 'bug', 'player', 'solo', 'vz', 'player', 'solo', 'dikasih', 'player', 'solo', 'vz', 'sekuat']",ya tolong baik bug player solo vz player solo kasih player solo vz kuat
2025-06-07 00:03:56,Pengguna Google,2,woy developer game kembalikan kembali point starlight kami udah capek kami kumpul 5 bulan buat beli itu skin Star malah tidak dikasih kembali malah durasi draw skinnya dikasih singkat gimana ini monton masa kami harus kumpul lagi 5 bulan lagi gara gara eksperimenmu yang gak guna itu.😠😠😑👊👊,woy developer game kembalikan kembali point starlight kami udah capek kami kumpul  bulan buat beli itu skin Star malah tidak dikasih kembali malah durasi draw skinnya dikasih singkat gimana ini monton masa kami harus kumpul lagi  bulan lagi gara gara eksperimenmu yang gak guna itu,woy developer game kembalikan kembali point starlight kami udah capek kami kumpul  bulan buat beli itu skin star malah tidak dikasih kembali malah durasi draw skinnya dikasih singkat gimana ini monton masa kami harus kumpul lagi  bulan lagi gara gara eksperimenmu yang gak guna itu,woy developer game kembalikan kembali point starlight kami sudah capek kami kumpul bulan buat beli itu skin star malah tidak dikasih kembali malah durasi draw skinnya dikasih singkat bagaimana ini monton masa kami harus kumpul lagi bulan lagi gara gara eksperimenmu yang tidak guna itu,"['woy', 'developer', 'game', 'kembalikan', 'kembali', 'point', 'starlight', 'kami', 'sudah', 'capek', 'kami', 'kumpul', 'bulan', 'buat', 'beli', 'itu', 'skin', 'star', 'malah', 'tidak', 'dikasih', 'kembali', 'malah', 'durasi', 'draw', 'skinnya', 'dikasih', 'singkat', 'bagaimana', 'ini', 'monton', 'masa', 'kami', 'harus', 'kumpul', 'lagi', 'bulan', 'lagi', 'gara', 'gara', 'eksperimenmu', 'yang', 'tidak', 'guna', 'itu']","['woy', 'developer', 'game', 'kembalikan', 'point', 'starlight', 'capek', 'kumpul', 'beli', 'skin', 'star', 'dikasih', 'durasi', 'draw', 'skinnya', 'dikasih', 'singkat', 'monton', 'kumpul', 'gara', 'gara', 'eksperimenmu']",woy developer game kembali point starlight capek kumpul beli skin star kasih durasi draw skinnya kasih singkat monton kumpul gara gara eksperimen
2025-06-07 00:03:28,Pengguna Google,5,"makasiiii montoon, njela gajadii gachaaa 💟💟💟",makasiiii montoon njela gajadii gachaaa ,makasiiii montoon njela gajadii gachaaa ,makasiiii montoon njela gajadii gachaaa,"['makasiiii', 'montoon', 'njela', 'gajadii', 'gachaaa']","['makasiiii', 'montoon', 'njela', 'gajadii', 'gachaaa']",makasiiii montoon njela gajadii gachaaa
2025-06-07 00:03:24,Pengguna Google,1,apalah saya kok bisa ketemu bot di rank mytich temen saya gak sengaja pencet suren malah suren semua saya nolak tapi bot nya malah nerima dan al hasil kalah,apalah saya kok bisa ketemu bot di rank mytich temen saya gak sengaja pencet suren malah suren semua saya nolak tapi bot nya malah nerima dan al hasil kalah,apalah saya kok bisa ketemu bot di rank mytich temen saya gak sengaja pencet suren malah suren semua saya nolak tapi bot nya malah nerima dan al hasil kalah,apalah saya kok bisa ketemu bot di rank mytich teman saya tidak sengaja pencet suren malah suren semua saya nolak tapi bot ya malah menerima dan al hasil kalah,"['apalah', 'saya', 'kok', 'bisa', 'ketemu', 'bot', 'di', 'rank', 'mytich', 'teman', 'saya', 'tidak', 'sengaja', 'pencet', 'suren', 'malah', 'suren', 'semua', 'saya', 'nolak', 'tapi', 'bot', 'ya', 'malah', 'menerima', 'dan', 'al', 'hasil', 'kalah']","['apalah', 'ketemu', 'bot', 'rank', 'mytich', 'teman', 'sengaja', 'pencet', 'suren', 'suren', 'nolak', 'bot', 'ya', 'menerima', 'al', 'hasil', 'kalah']",apa ketemu bot rank mytich teman sengaja pencet suren suren nolak bot ya terima al hasil kalah
2025-06-07 00:03:24,Pengguna Google,3,game gila gw lose 18×,game gila gw lose ,game gila gw lose ,game gila gue lose,"['game', 'gila', 'gue', 'lose']","['game', 'gila', 'gue', 'lose']",game gila gue lose
2025-06-07 00:03:18,Pengguna Google,1,"napa si ga ngasih pemberitahuan dulu klo ada skin Angela anual bisa dituker pake 5000 fragmen, saya sudah menghabiskan 5000 fragmen lebih untuk membuka box nya yang dijamin dapet 100x spin trus 3 hari kemudian anda mengeluarkan Angela anual starlight dengan cuma menukar 5000 fragmen💔💔",napa si ga ngasih pemberitahuan dulu klo ada skin Angela anual bisa dituker pake  fragmen saya sudah menghabiskan  fragmen lebih untuk membuka box nya yang dijamin dapet x spin trus  hari kemudian anda mengeluarkan Angela anual starlight dengan cuma menukar  fragmen,napa si ga ngasih pemberitahuan dulu klo ada skin angela anual bisa dituker pake  fragmen saya sudah menghabiskan  fragmen lebih untuk membuka box nya yang dijamin dapet x spin trus  hari kemudian anda mengeluarkan angela anual starlight dengan cuma menukar  fragmen,kenapa sih tidak mengasih pemberitahuan dulu kalau ada skin angela anual bisa dituker pakai fragmen saya sudah menghabiskan fragmen lebih untuk membuka box ya yang dijamin dapat kali spin terus hari kemudian anda mengeluarkan angela anual starlight dengan cuma menukar fragmen,"['kenapa', 'sih', 'tidak', 'mengasih', 'pemberitahuan', 'dulu', 'kalau', 'ada', 'skin', 'angela', 'anual', 'bisa', 'dituker', 'pakai', 'fragmen', 'saya', 'sudah', 'menghabiskan', 'fragmen', 'lebih', 'untuk', 'membuka', 'box', 'ya', 'yang', 'dijamin', 'dapat', 'kali', 'spin', 'terus', 'hari', 'kemudian', 'anda', 'mengeluarkan', 'angela', 'anual', 'starlight', 'dengan', 'cuma', 'menukar', 'fragmen']","['sih', 'mengasih', 'pemberitahuan', 'skin', 'angela', 'anual', 'dituker', 'pakai', 'fragmen', 'menghabiskan', 'fragmen', 'membuka', 'box', 'ya', 'dijamin', 'kali', 'spin', 'mengeluarkan', 'angela', 'anual', 'starlight', 'menukar', 'fragmen']",sih asih pemberitahuan skin angela anual dituker pakai fragmen habis fragmen buka box ya jamin kali spin keluar angela anual starlight tukar fragmen
2025-06-07 00:00:06,Pengguna Google,5,game nya seruuu,game nya seruuu,game nya seruuu,game ya seru,"['game', 'ya', 'seru']","['game', 'ya', 'seru']",game ya seru
2025-06-06 23:59:22,Pengguna Google,5,"gajadi bintang 1, sistem angela udh di ubahh nice muntun",gajadi bintang  sistem angela udh di ubahh nice muntun,gajadi bintang  sistem angela udh di ubahh nice muntun,gajadi bintang sistem angela sudah di ubahh nice muntun,"['gajadi', 'bintang', 'sistem', 'angela', 'sudah', 'di', 'ubahh', 'nice', 'muntun']","['gajadi', 'bintang', 'sistem', 'angela', 'ubahh', 'nice', 'muntun']",gajadi bintang sistem angela ubahh nice muntun
2025-06-06 23:55:15,Pengguna Google,1,game kontrol ngasih tim lol trus,game kontrol ngasih tim lol trus,game kontrol ngasih tim lol trus,game kontrol mengasih tim lol terus,"['game', 'kontrol', 'mengasih', 'tim', 'lol', 'terus']","['game', 'kontrol', 'mengasih', 'tim', 'lol']",game kontrol asih tim lol
2025-06-06 23:54:23,Pengguna Google,1,"kasih 1 bintang moonton mngecewakn kocak, skin Angela aja pake spin gacha",kasih  bintang moonton mngecewakn kocak skin Angela aja pake spin gacha,kasih  bintang moonton mngecewakn kocak skin angela aja pake spin gacha,kasih bintang moonton mngecewakn kocak skin angela saja pakai spin gacha,"['kasih', 'bintang', 'moonton', 'mngecewakn', 'kocak', 'skin', 'angela', 'saja', 'pakai', 'spin', 'gacha']","['kasih', 'bintang', 'moonton', 'mngecewakn', 'kocak', 'skin', 'angela', 'pakai', 'spin', 'gacha']",kasih bintang moonton mngecewakn kocak skin angela pakai spin gacha
2025-06-06 23:53:13,Pengguna Google,5,Game seru banget aku suka gamenya bisa ganti hero lagi Game ini juga bisa bewan aku mulai suka game mobile legennds,Game seru banget aku suka gamenya bisa ganti hero lagi Game ini juga bisa bewan aku mulai suka game mobile legennds,game seru banget aku suka gamenya bisa ganti hero lagi game ini juga bisa bewan aku mulai suka game mobile legennds,game seru banget aku suka gamenya bisa ganti hero lagi game ini juga bisa bewan aku mulai suka game mobile legennds,"['game', 'seru', 'banget', 'aku', 'suka', 'gamenya', 'bisa', 'ganti', 'hero', 'lagi', 'game', 'ini', 'juga', 'bisa', 'bewan', 'aku', 'mulai', 'suka', 'game', 'mobile', 'legennds']","['game', 'seru', 'banget', 'suka', 'gamenya', 'ganti', 'hero', 'game', 'bewan', 'suka', 'game', 'mobile', 'legennds']",game seru banget suka gamenya ganti hero game bewan suka game mobile legennds
2025-06-06 23:53:03,Pengguna Google,1,ew,ew,ew,ew,['ew'],['ew'],ew
2025-06-06 23:52:22,Pengguna Google,5,sangat bagus si tapi saya agga ngga suka karna saya ngga bisa on mic di ml,sangat bagus si tapi saya agga ngga suka karna saya ngga bisa on mic di ml,sangat bagus si tapi saya agga ngga suka karna saya ngga bisa on mic di ml,sangat bagus sih tapi saya agga tidak suka karena saya tidak bisa on mic di ml,"['sangat', 'bagus', 'sih', 'tapi', 'saya', 'agga', 'tidak', 'suka', 'karena', 'saya', 'tidak', 'bisa', 'on', 'mic', 'di', 'ml']","['bagus', 'sih', 'agga', 'suka', 'on', 'mic', 'ml']",bagus sih agga suka on mic ml
2025-06-06 23:50:55,Pengguna Google,5,"krna angela udh jd 5000 sl fragmen, gw ksih bintang 5👍",krna angela udh jd  sl fragmen gw ksih bintang ,krna angela udh jd  sl fragmen gw ksih bintang ,karena angela sudah jadi sl fragmen gue kasih bintang,"['karena', 'angela', 'sudah', 'jadi', 'sl', 'fragmen', 'gue', 'kasih', 'bintang']","['angela', 'sl', 'fragmen', 'gue', 'kasih', 'bintang']",angela sl fragmen gue kasih bintang
2025-06-06 23:50:40,Pengguna Google,5,mobile legend sangat seru tapi akun aku ada yg mainin jadi tolong lacak siapa yg maininya,mobile legend sangat seru tapi akun aku ada yg mainin jadi tolong lacak siapa yg maininya,mobile legend sangat seru tapi akun aku ada yg mainin jadi tolong lacak siapa yg maininya,mobile legend sangat seru tapi akun aku ada yang mainin jadi tolong lacak siapa yang maininya,"['mobile', 'legend', 'sangat', 'seru', 'tapi', 'akun', 'aku', 'ada', 'yang', 'mainin', 'jadi', 'tolong', 'lacak', 'siapa', 'yang', 'maininya']","['mobile', 'legend', 'seru', 'akun', 'mainin', 'tolong', 'lacak', 'maininya']",mobile legend seru akun mainin tolong lacak main
2025-06-06 23:49:41,Pengguna Google,5,yes skin angela jadi 5000 fragmen😊🤗,yes skin angela jadi  fragmen,yes skin angela jadi  fragmen,yes skin angela jadi fragmen,"['yes', 'skin', 'angela', 'jadi', 'fragmen']","['yes', 'skin', 'angela', 'fragmen']",yes skin angela fragmen
2025-06-06 23:46:51,Pengguna Google,4,"dikit dikit kredit scor ngurang,tiba tiba LAGI",dikit dikit kredit scor ngurangtiba tiba LAGI,dikit dikit kredit scor ngurangtiba tiba lagi,dikit dikit kredit scor ngurangtiba tiba lagi,"['dikit', 'dikit', 'kredit', 'scor', 'ngurangtiba', 'tiba', 'lagi']","['dikit', 'dikit', 'kredit', 'scor', 'ngurangtiba']",dikit dikit kredit scor ngurangtiba
2025-06-06 23:44:46,Pengguna Google,4,"kami cinta moonton llopmoonton makasii skin angela anualnyaa,lain kali jan macem macem sm penguasa bumi uda di kerjain dari bulan maret skarang pke blmg mo di gacha pula...untung ga jadi,lopyuu",kami cinta moonton llopmoonton makasii skin angela anualnyaalain kali jan macem macem sm penguasa bumi uda di kerjain dari bulan maret skarang pke blmg mo di gacha pulauntung ga jadilopyuu,kami cinta moonton llopmoonton makasii skin angela anualnyaalain kali jan macem macem sm penguasa bumi uda di kerjain dari bulan maret skarang pke blmg mo di gacha pulauntung ga jadilopyuu,kami cinta moonton llopmoonton makasii skin angela anualnyaalain kali jangan macam macam sama penguasa bumi sudah di kerjain dari bulan maret sekarang pakai blmg mau di gacha pulauntung tidak jadilopyuu,"['kami', 'cinta', 'moonton', 'llopmoonton', 'makasii', 'skin', 'angela', 'anualnyaalain', 'kali', 'jangan', 'macam', 'macam', 'sama', 'penguasa', 'bumi', 'sudah', 'di', 'kerjain', 'dari', 'bulan', 'maret', 'sekarang', 'pakai', 'blmg', 'mau', 'di', 'gacha', 'pulauntung', 'tidak', 'jadilopyuu']","['cinta', 'moonton', 'llopmoonton', 'makasii', 'skin', 'angela', 'anualnyaalain', 'kali', 'penguasa', 'bumi', 'kerjain', 'maret', 'pakai', 'blmg', 'gacha', 'pulauntung', 'jadilopyuu']",cinta moonton llopmoonton makasii skin angela anualnyaalain kali kuasa bumi kerjain maret pakai blmg gacha pulauntung jadilopyuu
2025-06-06 23:43:34,Pengguna Google,1,Keren banget gamenya bagus,Keren banget gamenya bagus,keren banget gamenya bagus,keren banget gamenya bagus,"['keren', 'banget', 'gamenya', 'bagus']","['keren', 'banget', 'gamenya', 'bagus']",keren banget gamenya bagus
2025-06-06 23:43:14,Pengguna Google,5,saya sangat suka dengan game ini karna ada event skin gratis,saya sangat suka dengan game ini karna ada event skin gratis,saya sangat suka dengan game ini karna ada event skin gratis,saya sangat suka dengan game ini karena ada event skin gratis,"['saya', 'sangat', 'suka', 'dengan', 'game', 'ini', 'karena', 'ada', 'event', 'skin', 'gratis']","['suka', 'game', 'event', 'skin', 'gratis']",suka game event skin gratis
2025-06-06 23:41:53,Pengguna Google,1,kalo bisa gw kasih nol timi dark system semua musuh jago jago gw sendiri yang maju yang lain malah nyerang nyerang GK jelas,kalo bisa gw kasih nol timi dark system semua musuh jago jago gw sendiri yang maju yang lain malah nyerang nyerang GK jelas,kalo bisa gw kasih nol timi dark system semua musuh jago jago gw sendiri yang maju yang lain malah nyerang nyerang gk jelas,kalau bisa gue kasih nol timi dark system semua musuh jago jago gue sendiri yang maju yang lain malah menyerang menyerang tidak jelas,"['kalau', 'bisa', 'gue', 'kasih', 'nol', 'timi', 'dark', 'system', 'semua', 'musuh', 'jago', 'jago', 'gue', 'sendiri', 'yang', 'maju', 'yang', 'lain', 'malah', 'menyerang', 'menyerang', 'tidak', 'jelas']","['gue', 'kasih', 'nol', 'timi', 'dark', 'system', 'musuh', 'jago', 'jago', 'gue', 'maju', 'menyerang', 'menyerang']",gue kasih nol timi dark system musuh jago jago gue maju serang serang
2025-06-06 23:39:45,Pengguna Google,5,"makasih moonton mau mendengar keluh kesah Player Angela, udah diedit bintang 5 ni",makasih moonton mau mendengar keluh kesah Player Angela udah diedit bintang  ni,makasih moonton mau mendengar keluh kesah player angela udah diedit bintang  ni,moonton mau mendengar keluh kesah player angela sudah diedit bintang nih,"['moonton', 'mau', 'mendengar', 'keluh', 'kesah', 'player', 'angela', 'sudah', 'diedit', 'bintang', 'nih']","['moonton', 'mendengar', 'keluh', 'kesah', 'player', 'angela', 'diedit', 'bintang', 'nih']",moonton dengar keluh kesah player angela edit bintang nih
2025-06-06 23:38:20,Pengguna Google,5,eh udah diubah jadi ga gacha Angela nya oke🥰,eh udah diubah jadi ga gacha Angela nya oke,eh udah diubah jadi ga gacha angela nya oke,eh sudah diubah jadi tidak gacha angela ya oke,"['eh', 'sudah', 'diubah', 'jadi', 'tidak', 'gacha', 'angela', 'ya', 'oke']","['eh', 'diubah', 'gacha', 'angela', 'ya', 'oke']",eh ubah gacha angela ya oke
2025-06-06 23:38:10,Pengguna Google,5,aku sangat menyukai game ini😱😱😱😨😨😨😰😰😰,aku sangat menyukai game ini,aku sangat menyukai game ini,aku sangat menyukai game ini,"['aku', 'sangat', 'menyukai', 'game', 'ini']","['menyukai', 'game']",suka game
2025-06-06 23:36:56,Pengguna Google,3,"tolong buat game ini perketat lagi buat para penjoki, karna sangat merugikan bagi player lain, sebagaimana setelah selesai joki, pemilik asli akun di high tier,, memiliki gameplay yang berbeda dengan penjoki,, yg membuat gameplay dalam game tidak seimbang dengan team lawan, yang sangat merugikan bagi player"" ( solo ), terutama seperti saya,, yang sering menemukan player high tier bermain seperti di rank rendah, , terimakasi, tolong buat developer lebih sigap lagi buat para ( penjoki! )",tolong buat game ini perketat lagi buat para penjoki karna sangat merugikan bagi player lain sebagaimana setelah selesai joki pemilik asli akun di high tier memiliki gameplay yang berbeda dengan penjoki yg membuat gameplay dalam game tidak seimbang dengan team lawan yang sangat merugikan bagi player  solo  terutama seperti saya yang sering menemukan player high tier bermain seperti di rank rendah  terimakasi tolong buat developer lebih sigap lagi buat para  penjoki ,tolong buat game ini perketat lagi buat para penjoki karna sangat merugikan bagi player lain sebagaimana setelah selesai joki pemilik asli akun di high tier memiliki gameplay yang berbeda dengan penjoki yg membuat gameplay dalam game tidak seimbang dengan team lawan yang sangat merugikan bagi player  solo  terutama seperti saya yang sering menemukan player high tier bermain seperti di rank rendah  terimakasi tolong buat developer lebih sigap lagi buat para  penjoki ,tolong buat game ini perketat lagi buat para penjoki karena sangat merugikan bagi player lain sebagaimana setelah selesai joki pemilik asli akun di high tier memiliki gameplay yang berbeda dengan penjoki yang membuat gameplay dalam game tidak seimbang dengan team lawan yang sangat merugikan bagi player solo terutama seperti saya yang sering menemukan player high tier bermain seperti di rank rendah terimakasi tolong buat developer lebih sigap lagi buat para penjoki,"['tolong', 'buat', 'game', 'ini', 'perketat', 'lagi', 'buat', 'para', 'penjoki', 'karena', 'sangat', 'merugikan', 'bagi', 'player', 'lain', 'sebagaimana', 'setelah', 'selesai', 'joki', 'pemilik', 'asli', 'akun', 'di', 'high', 'tier', 'memiliki', 'gameplay', 'yang', 'berbeda', 'dengan', 'penjoki', 'yang', 'membuat', 'gameplay', 'dalam', 'game', 'tidak', 'seimbang', 'dengan', 'team', 'lawan', 'yang', 'sangat', 'merugikan', 'bagi', 'player', 'solo', 'terutama', 'seperti', 'saya', 'yang', 'sering', 'menemukan', 'player', 'high', 'tier', 'bermain', 'seperti', 'di', 'rank', 'rendah', 'terimakasi', 'tolong', 'buat', 'developer', 'lebih', 'sigap', 'lagi', 'buat', 'para', 'penjoki']","['tolong', 'game', 'perketat', 'penjoki', 'merugikan', 'player', 'selesai', 'joki', 'pemilik', 'asli', 'akun', 'high', 'tier', 'memiliki', 'gameplay', 'berbeda', 'penjoki', 'gameplay', 'game', 'seimbang', 'team', 'lawan', 'merugikan', 'player', 'solo', 'menemukan', 'player', 'high', 'tier', 'bermain', 'rank', 'rendah', 'terimakasi', 'tolong', 'developer', 'sigap', 'penjoki']",tolong game ketat joki rugi player selesai joki milik asli akun high tier milik gameplay beda joki gameplay game imbang team lawan rugi player solo temu player high tier main rank rendah terimakasi tolong developer sigap joki
2025-06-06 23:36:51,Pengguna Google,4,MAKIN KIKIR APALA ANGELA ASL SISTEMNY GACHA PUQI,MAKIN KIKIR APALA ANGELA ASL SISTEMNY GACHA PUQI,makin kikir apala angela asl sistemny gacha puqi,makin kikir apala angela asl sistemny gacha puqi,"['makin', 'kikir', 'apala', 'angela', 'asl', 'sistemny', 'gacha', 'puqi']","['kikir', 'apala', 'angela', 'asl', 'sistemny', 'gacha', 'puqi']",kikir apala angela asl sistemny gacha puqi
